Nombre,Moneda,Región,Horizonte,Fecha,VCT0,VCT-1,Var%,Reexp.Pesos,VarCt-15,VarCt-104,VarCanual,QC,QC-1,PN0,PNt-1,MS,SD,CNV,CAL,CODCAF,CSG,CSD,SG,Categoria,Datos,Variación_Patrimonial
IAM Renta Dolares - Clase F Art. 11 Decreto 99/2019 y mod,USD,Arg,Cor,04/06/24,999.054,1002.208,-0.315,896151.439,-0.365,-0.095,-0.095,1940917.58,1940917.58,1939081.93,1945203.93,0.167,Banco Industrial S.A.,914.0,AAf.ar,3291.0,39.0,391.0,Industrial Asset Management S.G.F.C.I.S.A.,Renta Fija Dolar Estadounidense,IAM Renta Dolares - Clase F Art. 11 Decreto 99/2019 y mod,-0.31472278590348113
Optimum Renta Fija Dolares - Clase B,USD,Arg,Cor,04/06/24,1868.282,1907.069,-2.034,1675848.957,-2.587,26.08,53.165,208550.1,208550.1,389630.42,397719.45,0.034,BNP Paribas,767.0,AAAf(arg),1261.0,16.0,70.0,BNP Paribas Asset Management  Arg. S.A.S.G.F.C.I,Renta Fija Dolar Estadounidense,Optimum Renta Fija Dolares - Clase B,-2.033853260130986
Pellegrini Renta Dolares - Clase A,USD,Arg,Cor,04/06/24,1331.106,1369.436,-2.799,1194002.084,-4.904,28.7,86.511,114956.56,114956.56,153019.41,157425.61,0.013,Banco de La Nacion Argentina,947.0,BBf.ar,1732.0,41.0,89.0,Pellegrini S.A.S.G.F.C.I.,Renta Fija Dolar Estadounidense,Pellegrini Renta Dolares - Clase A,-2.7989092753078633
Pellegrini Renta Dolares - Clase B,USD,Arg,Cor,04/06/24,1340.796,1379.399,-2.799,1202694.014,-4.903,28.785,86.776,1108682.25,1108682.25,1486516.86,1529314.81,0.128,Banco de La Nacion Argentina,947.0,BBf.ar,1733.0,41.0,89.0,Pellegrini S.A.S.G.F.C.I.,Renta Fija Dolar Estadounidense,Pellegrini Renta Dolares - Clase B,-2.7985049069131787
Pellegrini Renta Dolares - Clase C,USD,Arg,Cor,04/06/24,1349.259,1388.102,-2.798,1210285.325,-4.902,28.84,86.963,7403501.86,7403501.86,9989243.75,10276815.1,0.859,Banco de La Nacion Argentina,947.0,BBf.ar,1734.0,41.0,89.0,Pellegrini S.A.S.G.F.C.I.,Renta Fija Dolar Estadounidense,Pellegrini Renta Dolares - Clase C,-2.7982536145853167
Pellegrini Renta Dolares - Clase R Art. 11 Decreto 99/2019 y mod,USD,Arg,Cor,04/06/24,1000,1000.0,0.0,897000.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco de La Nacion Argentina,947.0,BBf.ar,3365.0,41.0,89.0,Pellegrini S.A.S.G.F.C.I.,Renta Fija Dolar Estadounidense,Pellegrini Renta Dolares - Clase R Art. 11 Decreto 99/2019 y mod,
Pionero Ahorro Dolares - Clase A,USD,Arg,Cor,04/06/24,1002.309,1003.964,-0.165,898987.713,-0.437,3.509,6.025,10615758.13,10645871.56,10640271.83,10688067.59,0.915,Banco Macro S.A.,842.0,A+ (arg) f,1419.0,54.0,98.0,Macro Fondos S.G.F.C.I.S.A.,Renta Fija Dolar Estadounidense,Pionero Ahorro Dolares - Clase A,-0.4471880402844625
Pionero Ahorro Dolares - Clase B,USD,Arg,Cor,04/06/24,1009.767,1011.431,-0.165,905676.918,-0.436,3.554,6.131,22230926.55,22221023.28,22448048.86,22475023.01,1.931,Banco Macro S.A.,842.0,A+ (arg) f,1420.0,54.0,98.0,Macro Fondos S.G.F.C.I.S.A.,Renta Fija Dolar Estadounidense,Pionero Ahorro Dolares - Clase B,-0.12001834208579185
Pionero Ahorro Dolares - Clase C,USD,Arg,Cor,04/06/24,907.278,907.278,0.0,813752.819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco Macro S.A.,842.0,A+ (arg) f,1421.0,54.0,98.0,Macro Fondos S.G.F.C.I.S.A.,Renta Fija Dolar Estadounidense,Pionero Ahorro Dolares - Clase C,
Quinquela Ahorro Dolares - Clase A,USD,Arg,Cor,04/06/24,1366.541,1384.454,-1.294,1225787.279,-1.905,6.871,12.435,1698036.27,1705264.28,2320436.28,2360859.96,0.2,Banco de Servicios y Transacciones S.A.,950.0,A+f,1702.0,378.0,387.0,MEGA QM S.A.,Renta Fija Dolar Estadounidense,Quinquela Ahorro Dolares - Clase A,-1.7122438723557398
Quinquela Ahorro Dolares - Clase B,USD,Arg,Cor,04/06/24,1394.394,1412.657,-1.293,1250771.42,-1.901,7.056,12.889,1928600.16,1928600.16,2689229.26,2724450.11,0.231,Banco de Servicios y Transacciones S.A.,950.0,A+f,1703.0,378.0,387.0,MEGA QM S.A.,Renta Fija Dolar Estadounidense,Quinquela Ahorro Dolares - Clase B,-1.2927691305751272
Quinquela Ahorro Dolares - Clase C,USD,Arg,Cor,04/06/24,1000,1000.0,0.0,897000.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco de Servicios y Transacciones S.A.,950.0,A+f,1704.0,378.0,387.0,MEGA QM S.A.,Renta Fija Dolar Estadounidense,Quinquela Ahorro Dolares - Clase C,
Quinquela Performance - Clase X,USD,Arg,Cor,04/06/24,123.423,123.423,0.0,110710.877,-0.167,-9.872,-73.149,0.0,0.0,0.0,0.0,0,Banco de Servicios y Transacciones S.A.,770.0,Af,3219.0,378.0,387.0,MEGA QM S.A.,Renta Fija Dolar Estadounidense,Quinquela Performance - Clase X,
Schroder Capital Renta Fija Dolares - Clase B,USD,Arg,Cor,04/06/24,80.552,83.132,-3.103,103361.296,-5.351,7.335,55.813,30497572.54,30497572.54,2456644.9,2535335.83,0.211,Banco de Valores S.A.,429.0,Aa-bf.ar,2559.0,51.0,65.0,Schroder S.A.S.G.F.C.I.,Renta Fija Dolar Estadounidense,Schroder Capital Renta Fija Dolares - Clase B,-3.1037675194295726
Superfondo Renta Fija Dolares - Clase G,USD,Arg,Cor,04/06/24,1248.152,1248.133,0.002,1637640.144,-0.038,2.38,7.286,0.0,0.0,0.0,0.0,0,Banco Santander Argentina S.A.,806.0,AA+f(arg),2657.0,49.0,96.0,Santander Rio Asset Management G.F.C.I.S.A.,Renta Fija Dolar Estadounidense,Superfondo Renta Fija Dolares - Clase G,
Superfondo Renta Fija Dolares - Clase L,USD,Arg,Cor,04/06/24,1248.152,1248.133,0.002,1637640.144,-0.038,2.38,7.286,0.0,0.0,0.0,0.0,0,Banco Santander Argentina S.A.,806.0,AA+f(arg),2660.0,49.0,96.0,Santander Rio Asset Management G.F.C.I.S.A.,Renta Fija Dolar Estadounidense,Superfondo Renta Fija Dolares - Clase L,
Delta Federal I - Clase F,USD,Arg,Flex,04/06/24,363.052,365.068,-0.552,475420.0,-2.703,2.266,7.056,10.0,10.0,3.63,3.65,0,Banco de Valores S.A.,605.0,A-f (arg),1919.0,321.0,65.0,Delta Asset Management S.A.,Renta Fija Dolar Estadounidense,Delta Federal I - Clase F,-0.5479452054794526
Delta Federal I - Clase G,USD,Arg,Flex,04/06/24,60.648,61.201,-0.904,79419.2,-4.631,-24.221,-62.056,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,605.0,A-f (arg),1918.0,321.0,65.0,Delta Asset Management S.A.,Renta Fija Dolar Estadounidense,Delta Federal I - Clase G,
Delta Gestion IX - Clase G,USD,Arg,Flex,04/06/24,2.694,2.718,-0.883,3527.499,-4.637,-24.219,-62.051,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,1089.0,AA-f (arg),2648.0,321.0,65.0,Delta Asset Management S.A.,Renta Fija Dolar Estadounidense,Delta Gestion IX - Clase G,
Delta Gestion IX - Clase J,USD,Arg,Flex,04/06/24,2.694,2.719,-0.919,3527.756,-4.637,-24.219,-62.056,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,1089.0,AA-f (arg),2649.0,321.0,65.0,Delta Asset Management S.A.,Renta Fija Dolar Estadounidense,Delta Gestion IX - Clase J,
Delta Moneda - Clase F,USD,Arg,Flex,04/06/24,338.138,341.829,-1.08,442794.0,-4.22,-12.123,-6.817,10.0,10.0,3.38,3.42,0,Banco de Valores S.A.,534.0,A+f (arg),1921.0,321.0,65.0,Delta Asset Management S.A.,Renta Fija Dolar Estadounidense,Delta Moneda - Clase F,-1.1695906432748548
Delta Moneda - Clase G,USD,Arg,Flex,04/06/24,78.879,79.599,-0.905,103293.0,-4.631,-24.221,-62.056,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,534.0,A+f (arg),1920.0,321.0,65.0,Delta Asset Management S.A.,Renta Fija Dolar Estadounidense,Delta Moneda - Clase G,
Delta Renta - Clase F,USD,Arg,Flex,04/06/24,695.087,702.893,-1.111,910221.76,-4.005,-1.694,13.725,8.95,8.95,6.22,6.29,0,Banco de Valores S.A.,503.0,A+,1929.0,321.0,65.0,Delta Asset Management S.A.,Renta Fija Dolar Estadounidense,Delta Renta - Clase F,-1.112877583465823
Delta Renta - Clase G,USD,Arg,Flex,04/06/24,114.904,115.952,-0.904,150467.568,-4.631,-24.221,-62.056,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,503.0,A+,1928.0,321.0,65.0,Delta Asset Management S.A.,Renta Fija Dolar Estadounidense,Delta Renta - Clase G,
Delta Renta Dolares - Clase A,USD,Arg,Flex,04/06/24,976.905,999.81,-2.291,1279265.219,-3.239,7.911,37.119,573273.8,573273.8,560033.83,573164.97,0.048,Banco de Valores S.A.,849.0,Af (arg),1518.0,321.0,65.0,Delta Asset Management S.A.,Renta Fija Dolar Estadounidense,Delta Renta Dolares - Clase A,-2.2909878808539212
Delta Renta Dolares - Clase B,USD,Arg,Flex,04/06/24,995.611,1018.948,-2.29,1303760.882,-3.237,8.027,37.465,4719213.38,4719213.38,4698500.65,4808631.61,0.404,Banco de Valores S.A.,849.0,Af (arg),1519.0,321.0,65.0,Delta Asset Management S.A.,Renta Fija Dolar Estadounidense,Delta Renta Dolares - Clase B,-2.29027650550257
HF Renta Fija Argentina Cash Letes D.596 - Clase G,USD,Arg,Flex,04/06/24,1649.131,1649.131,0.0,1479270.507,0.0,0.0,0.0,15683.49,15683.49,25864.1,25864.1,0.002,HSBC Bank Argentina S.A.,214.0,s/c,2760.0,32.0,83.0,HSBC Global Asset Management Argentina S.A.S.G.F.C.I.,Renta Fija Dolar Estadounidense,HF Renta Fija Argentina Cash Letes D.596 - Clase G,0.0
HF Renta Fija Argentina Cash Letes D.596 - Clase I,USD,Arg,Flex,04/06/24,1649.129,1649.129,0.0,1479268.713,0.0,0.0,0.0,1052.3,1052.3,1735.4,1735.4,0,HSBC Bank Argentina S.A.,214.0,s/c,2761.0,32.0,83.0,HSBC Global Asset Management Argentina S.A.S.G.F.C.I.,Renta Fija Dolar Estadounidense,HF Renta Fija Argentina Cash Letes D.596 - Clase I,0.0
Allaria Dolares Plus - Clase A,USD,Arg,Lar,04/06/24,878.492,907.22,-3.167,788007.325,-5.523,29.054,83.267,9784554.5,9905324.73,8595653.01,8986308.25,0.739,Banco de Valores S.A.,985.0,B-bf.ar,1759.0,356.0,65.0,Allaria Fondos Administrados S.G.F.C.I.S.A.,Renta Fija Dolar Estadounidense,Allaria Dolares Plus - Clase A,-4.347227238727318
Allaria Dolares Plus - Clase B,USD,Arg,Lar,04/06/24,880.806,909.603,-3.166,790082.983,-5.52,29.194,83.594,4034547.21,4034547.21,3553651.68,3669834.75,0.306,Banco de Valores S.A.,985.0,B-bf.ar,1760.0,356.0,65.0,Allaria Fondos Administrados S.G.F.C.I.S.A.,Renta Fija Dolar Estadounidense,Allaria Dolares Plus - Clase B,-3.165893777642163
Allaria Dolares Plus - Clase C,USD,Arg,Lar,04/06/24,887.053,916.048,-3.165,795686.542,-5.518,29.333,84.297,6693.55,6693.55,5937.53,6131.61,0.001,Banco de Valores S.A.,985.0,B-bf.ar,1761.0,356.0,65.0,Allaria Fondos Administrados S.G.F.C.I.S.A.,Renta Fija Dolar Estadounidense,Allaria Dolares Plus - Clase C,-3.16523718892754
Allaria Dolares Plus - Clase D Art. 11 Decreto 99/2019 y mod,USD,Arg,Lar,04/06/24,1647.697,1701.557,-3.165,1477984.211,-5.518,29.322,83.895,171900.03,171900.03,283239.21,292497.74,0.024,Banco de Valores S.A.,985.0,B-bf.ar,1762.0,356.0,65.0,Allaria Fondos Administrados S.G.F.C.I.S.A.,Renta Fija Dolar Estadounidense,Allaria Dolares Plus - Clase D Art. 11 Decreto 99/2019 y mod,-3.165333858647923
Alpha Renta Cobertura - Clase R Art. 11 Decreto 99/2019 y mod,USD,Arg,Lar,04/06/24,0.784,0.797,-1.631,1000.0,-5.882,-21.912,-62.631,0.0,0.0,0.0,0.0,0,ICBC (Arg) S.A.,79.0,A (arg),3310.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Renta Fija Dolar Estadounidense,Alpha Renta Cobertura - Clase R Art. 11 Decreto 99/2019 y mod,
Compass Renta Fija III - Clase D,USD,Arg,Lar,04/06/24,139.924,140.391,-0.333,183232.007,-2.318,-7.558,3.134,86859.97,86859.97,12153.82,12194.38,0.001,Banco de Valores S.A.,566.0,Af.ar,1877.0,21.0,65.0,Investis Asset Management S.A.S.G.F.C.I.,Renta Fija Dolar Estadounidense,Compass Renta Fija III - Clase D,-0.3326122361284419
Compass Renta Fija III - Clase E,USD,Arg,Lar,04/06/24,177.913,178.482,-0.319,232978.52,-2.292,-6.231,6.542,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,566.0,Af.ar,1878.0,21.0,65.0,Investis Asset Management S.A.S.G.F.C.I.,Renta Fija Dolar Estadounidense,Compass Renta Fija III - Clase E,
Compass Renta Fija III - Clase F,USD,Arg,Lar,04/06/24,179.905,180.481,-0.319,235587.303,-2.291,-6.231,6.542,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,566.0,Af.ar,1879.0,21.0,65.0,Investis Asset Management S.A.S.G.F.C.I.,Renta Fija Dolar Estadounidense,Compass Renta Fija III - Clase F,
Pionero Renta Fija Dolares - Clase A,USD,Arg,Lar,04/06/24,1138.09,1177.293,-3.33,1020771.964,-6.009,27.104,75.936,9019091.37,9247391.96,10264539.94,10886893.77,0.883,Banco Macro S.A.,843.0,A (arg) f,1426.0,54.0,98.0,Macro Fondos S.G.F.C.I.S.A.,Renta Fija Dolar Estadounidense,Pionero Renta Fija Dolares - Clase A,-5.716541771675614
Pionero Renta Fija Dolares - Clase B,USD,Arg,Lar,04/06/24,1177.953,1218.512,-3.329,1056525.755,-6.003,27.38,76.827,5096614.9,4972870.35,6003573.07,6059501.7,0.516,Banco Macro S.A.,843.0,A (arg) f,1427.0,54.0,98.0,Macro Fondos S.G.F.C.I.S.A.,Renta Fija Dolar Estadounidense,Pionero Renta Fija Dolares - Clase B,-0.9229905818823334
Pionero Renta Fija Dolares - Clase C,USD,Arg,Lar,04/06/24,924.7,924.7,0.0,829378.902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco Macro S.A.,843.0,A (arg) f,1428.0,54.0,98.0,Macro Fondos S.G.F.C.I.S.A.,Renta Fija Dolar Estadounidense,Pionero Renta Fija Dolares - Clase C,
Premier Renta Mixta en Dolares - Clase A,USD,Arg,Lar,04/06/24,825.474,846.712,-2.508,740450.179,-4.638,22.606,57.304,1133757.76,1133757.76,935887.2,959965.9,0.08,Banco Supervielle S.A.,860.0,A-bf.ar,1493.0,52.0,97.0,Supervielle Asset Management S.A.,Renta Fija Dolar Estadounidense,Premier Renta Mixta en Dolares - Clase A,-2.5082870131116186
Premier Renta Mixta en Dolares - Clase B,USD,Arg,Lar,04/06/24,807.097,827.869,-2.509,723966.01,-4.642,22.447,56.831,8649893.67,8775690.75,6981300.75,7265119.89,0.6,Banco Supervielle S.A.,860.0,A-bf.ar,1494.0,52.0,97.0,Supervielle Asset Management S.A.,Renta Fija Dolar Estadounidense,Premier Renta Mixta en Dolares - Clase B,-3.906599537203228
Premier Renta Mixta en Dolares - Clase C,USD,Arg,Lar,04/06/24,836.647,836.647,0.0,750472.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco Supervielle S.A.,860.0,A-bf.ar,2147.0,52.0,97.0,Supervielle Asset Management S.A.,Renta Fija Dolar Estadounidense,Premier Renta Mixta en Dolares - Clase C,
Superfondo Renta Fija - Clase K,USD,Arg,Lar,04/06/24,17402.988,17343.434,0.343,17402.988,0.874,42.824,280.826,0.0,0.0,0.0,0.0,0,Banco Santander Argentina S.A.,220.0,AAf(arg),3331.0,49.0,96.0,Santander Rio Asset Management G.F.C.I.S.A.,Renta Fija Dolar Estadounidense,Superfondo Renta Fija - Clase K,
1822 Raices Dolares Plus - Clase A,USD,Arg,Med,04/06/24,928.514,943.226,-1.56,832877.059,-2.475,8.564,19.416,19865854.05,19930663.52,18445726.62,18799117.22,1.586,Banco Provincia de Buenos Aires,973.0,BBB+ (Ffija),1738.0,43.0,91.0,Provinfondos S.A.S.G.F.C.I.,Renta Fija Dolar Estadounidense,1822 Raices Dolares Plus - Clase A,-1.8798255038488334
1822 Raices Dolares Plus - Clase B Art. 11 Decreto 99/2019 y mod,USD,Arg,Med,04/06/24,833.272,833.272,0.0,747444.985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco Provincia de Buenos Aires,973.0,BBB+ (Ffija),1739.0,43.0,91.0,Provinfondos S.A.S.G.F.C.I.,Renta Fija Dolar Estadounidense,1822 Raices Dolares Plus - Clase B Art. 11 Decreto 99/2019 y mod,
Alpha Renta Capital - Clase R Art. 11 Decreto 99/2019 y mod,USD,Arg,Med,04/06/24,0.784,0.797,-1.631,1000.0,-5.882,-21.912,-62.631,0.0,0.0,0.0,0.0,0,ICBC (Arg) S.A.,483.0,AA- (arg),3307.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Renta Fija Dolar Estadounidense,Alpha Renta Capital - Clase R Art. 11 Decreto 99/2019 y mod,
Argenfunds Renta Argentina - Clase C,USD,Arg,Med,04/06/24,1.87,1.902,-1.682,2386.287,-5.888,-21.953,-62.645,0.0,0.0,0.0,0.0,0,Banco Macro S.A.,724.0,AAf(arg),2033.0,377.0,98.0,Argenfunds S.A.,Renta Fija Dolar Estadounidense,Argenfunds Renta Argentina - Clase C,
Argenfunds Renta Argentina - Clase D,USD,Arg,Med,04/06/24,3.763,3.828,-1.698,4803.246,-5.901,-21.962,-62.658,0.0,0.0,0.0,0.0,0,Banco Macro S.A.,724.0,AAf(arg),2034.0,377.0,98.0,Argenfunds S.A.,Renta Fija Dolar Estadounidense,Argenfunds Renta Argentina - Clase D,
Argenfunds Renta Argentina - Clase E,USD,Arg,Med,04/06/24,0.784,0.797,-1.631,1000.0,-5.882,-21.912,-62.631,0.0,0.0,0.0,0.0,0,Banco Macro S.A.,724.0,AAf(arg),2179.0,377.0,98.0,Argenfunds S.A.,Renta Fija Dolar Estadounidense,Argenfunds Renta Argentina - Clase E,
Argenfunds Renta Argentina - Clase F,USD,Arg,Med,04/06/24,0.784,0.797,-1.631,1000.0,-5.882,-21.912,-62.631,0.0,0.0,0.0,0.0,0,Banco Macro S.A.,724.0,AAf(arg),2180.0,377.0,98.0,Argenfunds S.A.,Renta Fija Dolar Estadounidense,Argenfunds Renta Argentina - Clase F,
Argenfunds Renta Balanceada - Clase C,USD,Arg,Med,04/06/24,1.046,1.063,-1.599,1334.421,-5.851,-21.94,-62.643,0.0,0.0,0.0,0.0,0,Banco Macro S.A.,820.0,AA,2036.0,377.0,98.0,Argenfunds S.A.,Renta Fija Dolar Estadounidense,Argenfunds Renta Balanceada - Clase C,
Argenfunds Renta Balanceada - Clase D,USD,Arg,Med,04/06/24,1.046,1.063,-1.599,1334.421,-5.851,-21.94,-62.643,0.0,0.0,0.0,0.0,0,Banco Macro S.A.,820.0,AA,2037.0,377.0,98.0,Argenfunds S.A.,Renta Fija Dolar Estadounidense,Argenfunds Renta Balanceada - Clase D,
Argenfunds Renta Crecimiento - Clase A,USD,Arg,Med,04/06/24,885.327,885.327,0.0,1159342.543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco Macro S.A.,904.0,AAf(arg),1607.0,377.0,98.0,Argenfunds S.A.,Renta Fija Dolar Estadounidense,Argenfunds Renta Crecimiento - Clase A,
Argenfunds Renta Crecimiento - Clase B,USD,Arg,Med,04/06/24,970.103,972.225,-0.218,1270357.289,-0.105,-0.698,-0.812,3321011.75,3321011.75,3221721.9,3228771.32,0.277,Banco Macro S.A.,904.0,AAf(arg),1608.0,377.0,98.0,Argenfunds S.A.,Renta Fija Dolar Estadounidense,Argenfunds Renta Crecimiento - Clase B,-0.2183313496478879
Argenfunds Renta Crecimiento - Clase C,USD,Arg,Med,04/06/24,1000,1000.0,0.0,1309508.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco Macro S.A.,904.0,AAf(arg),2195.0,377.0,98.0,Argenfunds S.A.,Renta Fija Dolar Estadounidense,Argenfunds Renta Crecimiento - Clase C,
Argenfunds Renta Crecimiento - Clase D,USD,Arg,Med,04/06/24,1099.431,1099.431,0.0,1439714.166,0.0,-0.674,-0.651,0.0,0.0,0.0,0.0,0,Banco Macro S.A.,904.0,AAf(arg),2196.0,377.0,98.0,Argenfunds S.A.,Renta Fija Dolar Estadounidense,Argenfunds Renta Crecimiento - Clase D,
Argenfunds Renta Dinamica - Clase C,USD,Arg,Med,04/06/24,1.041,1.058,-1.607,1327.996,-5.877,-21.905,-62.635,0.0,0.0,0.0,0.0,0,Banco Macro S.A.,825.0,AAf(arg),2039.0,377.0,98.0,Argenfunds S.A.,Renta Fija Dolar Estadounidense,Argenfunds Renta Dinamica - Clase C,
Argenfunds Renta Dinamica - Clase D,USD,Arg,Med,04/06/24,1.041,1.058,-1.607,1327.996,-5.877,-21.905,-62.635,0.0,0.0,0.0,0.0,0,Banco Macro S.A.,825.0,AAf(arg),2040.0,377.0,98.0,Argenfunds S.A.,Renta Fija Dolar Estadounidense,Argenfunds Renta Dinamica - Clase D,
Argenfunds Renta Fija - Clase C,USD,Arg,Med,04/06/24,3.132,3.186,-1.695,3997.766,-5.918,-21.973,-62.656,0.0,0.0,0.0,0.0,0,Banco Macro S.A.,654.0,Af(arg),2024.0,377.0,98.0,Argenfunds S.A.,Renta Fija Dolar Estadounidense,Argenfunds Renta Fija - Clase C,
Argenfunds Renta Fija - Clase D,USD,Arg,Med,04/06/24,4.453,4.528,-1.656,5682.886,-5.896,-21.946,-62.652,0.0,0.0,0.0,0.0,0,Banco Macro S.A.,654.0,Af(arg),2025.0,377.0,98.0,Argenfunds S.A.,Renta Fija Dolar Estadounidense,Argenfunds Renta Fija - Clase D,
Argenfunds Renta Fija - Clase E,USD,Arg,Med,04/06/24,0.784,0.797,-1.631,1000.0,-5.882,-21.912,-62.631,0.0,0.0,0.0,0.0,0,Banco Macro S.A.,654.0,Af(arg),2173.0,377.0,98.0,Argenfunds S.A.,Renta Fija Dolar Estadounidense,Argenfunds Renta Fija - Clase E,
Argenfunds Renta Fija - Clase F,USD,Arg,Med,04/06/24,0.784,0.797,-1.631,1000.0,-5.882,-21.912,-62.631,0.0,0.0,0.0,0.0,0,Banco Macro S.A.,654.0,Af(arg),2174.0,377.0,98.0,Argenfunds S.A.,Renta Fija Dolar Estadounidense,Argenfunds Renta Fija - Clase F,
Argenfunds Renta Global - Clase C,USD,Arg,Med,04/06/24,1.14,1.159,-1.639,1454.728,-5.863,-21.918,-62.647,0.0,0.0,0.0,0.0,0,Banco Macro S.A.,823.0,BBBf(arg)+,2045.0,377.0,98.0,Argenfunds S.A.,Renta Fija Dolar Estadounidense,Argenfunds Renta Global - Clase C,
Argenfunds Renta Global - Clase D,USD,Arg,Med,04/06/24,1.073,1.091,-1.65,1369.673,-5.877,-21.964,-62.665,0.0,0.0,0.0,0.0,0,Banco Macro S.A.,823.0,BBBf(arg)+,2046.0,377.0,98.0,Argenfunds S.A.,Renta Fija Dolar Estadounidense,Argenfunds Renta Global - Clase D,
Argenfunds Renta Mixta - Clase C,USD,Arg,Med,04/06/24,1.072,1.09,-1.651,1368.06,-5.882,-21.923,-62.648,0.0,0.0,0.0,0.0,0,Banco Macro S.A.,821.0,AA,2055.0,377.0,98.0,Argenfunds S.A.,Renta Fija Dolar Estadounidense,Argenfunds Renta Mixta - Clase C,
Argenfunds Renta Mixta - Clase D,USD,Arg,Med,04/06/24,1.912,1.945,-1.697,2440.359,-5.906,-21.959,-62.656,0.0,0.0,0.0,0.0,0,Banco Macro S.A.,821.0,AA,2056.0,377.0,98.0,Argenfunds S.A.,Renta Fija Dolar Estadounidense,Argenfunds Renta Mixta - Clase D,
Argenfunds Renta Pesos - Clase C,USD,Arg,Med,04/06/24,2345.57,2345.57,0.0,2345.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco Macro S.A.,723.0,A+,2030.0,377.0,98.0,Argenfunds S.A.,Renta Fija Dolar Estadounidense,Argenfunds Renta Pesos - Clase C,
Argenfunds Renta Pesos - Clase D,USD,Arg,Med,04/06/24,2345.57,2345.57,0.0,2345.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco Macro S.A.,723.0,A+,2031.0,377.0,98.0,Argenfunds S.A.,Renta Fija Dolar Estadounidense,Argenfunds Renta Pesos - Clase D,
Argenfunds Renta Total - Clase C,USD,Arg,Med,04/06/24,1.094,1.113,-1.707,1396.3,-5.933,-21.969,-62.649,0.0,0.0,0.0,0.0,0,Banco Macro S.A.,822.0,A-,2049.0,377.0,98.0,Argenfunds S.A.,Renta Fija Dolar Estadounidense,Argenfunds Renta Total - Clase C,
Argenfunds Renta Total - Clase D,USD,Arg,Med,04/06/24,1.094,1.113,-1.707,1396.3,-5.933,-21.969,-62.649,0.0,0.0,0.0,0.0,0,Banco Macro S.A.,822.0,A-,2050.0,377.0,98.0,Argenfunds S.A.,Renta Fija Dolar Estadounidense,Argenfunds Renta Total - Clase D,
Argenfunds Renta Total - Clase E,USD,Arg,Med,04/06/24,0.784,0.797,-1.631,1000.0,-5.882,-21.912,-62.631,0.0,0.0,0.0,0.0,0,Banco Macro S.A.,822.0,A-,2191.0,377.0,98.0,Argenfunds S.A.,Renta Fija Dolar Estadounidense,Argenfunds Renta Total - Clase E,
Argenfunds Renta Total - Clase F,USD,Arg,Med,04/06/24,1.597,1.624,-1.663,2037.901,-5.893,-21.945,-62.652,0.0,0.0,0.0,0.0,0,Banco Macro S.A.,822.0,A-,2192.0,377.0,98.0,Argenfunds S.A.,Renta Fija Dolar Estadounidense,Argenfunds Renta Total - Clase F,
Balanz Ahorro en Dolares - Clase A,USD,Arg,Med,04/06/24,1206.549,1212.545,-0.494,1514129.587,-0.49,5.018,8.305,33453325.85,33492369.28,40363065.02,40611010.9,3.471,Banco de Valores S.A.,876.0,A+f(arg),2096.0,372.0,65.0,Balanz S.G.F.C.I.S.A.U.,Renta Fija Dolar Estadounidense,Balanz Ahorro en Dolares - Clase A,-0.6105385571674978
Balanz Ahorro en Dolares - Clase B,USD,Arg,Med,04/06/24,1349.258,1355.951,-0.494,1693218.807,-0.487,5.175,8.686,9438975.63,9389422.47,12735616.86,12731598.03,1.095,Banco de Valores S.A.,876.0,A+f(arg),1783.0,372.0,65.0,Balanz S.G.F.C.I.S.A.U.,Renta Fija Dolar Estadounidense,Balanz Ahorro en Dolares - Clase B,0.03156579394456483
