Nombre,Moneda,Región,Horizonte,Fecha,VCT0,VCT-1,Var%,Reexp.Pesos,VarCt-15,VarCt-104,VarCanual,QC,QC-1,PN0,PNt-1,MS,SD,CNV,CAL,CODCAF,CSG,CSD,SG,Categoria,Datos,Variación_Patrimonial
Quiron Fixed Income - Clase A,ARS,Arg,Flex,04/06/24,128265.632,128263.726,0.001,128265.632,0.635,35.068,246.971,23175828.66,25514759.62,2972662312.72,3272618127.65,0.033,Banco Comafi S.A.,631.0,BBB-f (arg),1000.0,361.0,115.0,Quiron Asset Management S.A.,Renta Fija Peso Argentina,Quiron Fixed Income - Clase A,-9.165622239750668
Quiron Fixed Income - Clase B,ARS,Arg,Flex,04/06/24,124189.216,124187.03,0.002,124189.216,0.636,35.126,247.255,2176041.96,2151885.28,270240945.04,267236241.4,0.003,Banco Comafi S.A.,631.0,BBB-f (arg),1001.0,361.0,115.0,Quiron Asset Management S.A.,Renta Fija Peso Argentina,Quiron Fixed Income - Clase B,1.1243623335887913
Toronto Trust - Clase A,ARS,Arg,Flex,04/06/24,542942.523,543245.111,-0.056,542942.523,1.635,34.632,225.79,6480274.38,6216444.17,3518416523.4,3377052904.66,0.039,Banco Credito y Securitizacion S.A.,62.0,A+f (arg),52.0,27.0,398.0,BACS Administradora de Activos S.A.S.G.F.C.I,Renta Fija Peso Argentina,Toronto Trust - Clase A,4.1860054530070405
Toronto Trust - Clase B,ARS,Arg,Flex,04/06/24,122675.231,122741.586,-0.054,122675.231,1.642,34.981,227.614,148170981.58,148171858.92,18176909398.21,18186849005.7,0.2,Banco Credito y Securitizacion S.A.,62.0,A+f (arg),1154.0,27.0,398.0,BACS Administradora de Activos S.A.S.G.F.C.I,Renta Fija Peso Argentina,Toronto Trust - Clase B,-0.05465271904377978
Toronto Trust - Clase C,ARS,Arg,Flex,04/06/24,121523.164,121589.893,-0.055,121523.164,1.638,34.806,226.972,943626.6,943279.81,114672489.59,114693290.56,0.001,Banco Credito y Securitizacion S.A.,62.0,A+f (arg),1155.0,27.0,398.0,BACS Administradora de Activos S.A.S.G.F.C.I,Renta Fija Peso Argentina,Toronto Trust - Clase C,-0.01813616986524343
Toronto Trust Special Opportunities,ARS,Arg,Flex,04/06/24,1824652.596,1823704.76,0.052,1824652.596,1.205,37.425,250.462,7041956.87,7041956.87,12849124878.4,12842450262.75,0.141,Banco Credito y Securitizacion S.A.,585.0,A,841.0,27.0,398.0,BACS Administradora de Activos S.A.S.G.F.C.I,Renta Fija Peso Argentina,Toronto Trust Special Opportunities,0.051973069884954794
Allaria Renta Fija - Clase A,ARS,Arg,Lar,04/06/24,75686.5,74630.539,1.415,75686.5,2.244,25.773,183.062,20848450.18,20920791.83,1577946229.05,1561329979.44,0.017,Banco de Valores S.A.,619.0,AAf(arg),950.0,356.0,65.0,Allaria Fondos Administrados S.G.F.C.I.S.A.,Renta Fija Peso Argentina,Allaria Renta Fija - Clase A,1.0642368896266003
Allaria Renta Fija - Clase B,ARS,Arg,Lar,04/06/24,82819.818,81663.776,1.416,82819.818,2.246,25.909,183.763,173865135.21,174092414.37,14399478772.26,14217043867.28,0.158,Banco de Valores S.A.,619.0,AAf(arg),951.0,356.0,65.0,Allaria Fondos Administrados S.G.F.C.I.S.A.,Renta Fija Peso Argentina,Allaria Renta Fija - Clase B,1.283212647320212
Allaria Renta Fija - Clase C,ARS,Arg,Lar,04/06/24,24295.794,23956.51,1.416,24295.794,2.249,0.942,127.797,818117.82,818117.82,19876821.81,19599247.62,0,Banco de Valores S.A.,619.0,AAf(arg),952.0,356.0,65.0,Allaria Fondos Administrados S.G.F.C.I.S.A.,Renta Fija Peso Argentina,Allaria Renta Fija - Clase C,1.4162492121215293
Allaria Renta Mixta II - Clase A,ARS,Arg,Lar,04/06/24,22170.954,21306.499,4.057,22170.954,5.681,9.178,215.427,16006978.52,15996296.48,354889986.66,340825068.23,0.004,Banco de Valores S.A.,591.0,AA-f(arg),867.0,356.0,65.0,Allaria Fondos Administrados S.G.F.C.I.S.A.,Renta Fija Peso Argentina,Allaria Renta Mixta II - Clase A,4.126726506076288
Allaria Renta Mixta II - Clase B,ARS,Arg,Lar,04/06/24,33074.292,31784.494,4.058,33074.292,5.684,9.296,216.208,306281399.78,306281399.78,10130040493.05,9734999388.49,0.111,Banco de Valores S.A.,591.0,AA-f(arg),868.0,356.0,65.0,Allaria Fondos Administrados S.G.F.C.I.S.A.,Renta Fija Peso Argentina,Allaria Renta Mixta II - Clase B,4.057946886232671
Allaria Renta Mixta II - Clase C,ARS,Arg,Lar,04/06/24,2099.464,2099.464,0.0,2099.464,0.0,0.0,2.751,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,591.0,AA-f(arg),1554.0,356.0,65.0,Allaria Fondos Administrados S.G.F.C.I.S.A.,Renta Fija Peso Argentina,Allaria Renta Mixta II - Clase C,
Alpha Renta Cobertura - Clase A,ARS,Arg,Lar,04/06/24,5886151.414,5857469.072,0.49,5886151.414,1.95,25.488,237.546,17118201.04,17181888.2,100760323258.16,100642378752.25,1.109,ICBC (Arg) S.A.,79.0,A (arg),763.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Renta Fija Peso Argentina,Alpha Renta Cobertura - Clase A,0.1171916913851431
Alpha Renta Cobertura - Clase B,ARS,Arg,Lar,04/06/24,5577064.29,5549963.913,0.488,5577064.29,1.945,25.217,235.837,1441535.48,1428436.44,8039536069.01,7927770718.94,0.088,ICBC (Arg) S.A.,79.0,A (arg),74.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Renta Fija Peso Argentina,Alpha Renta Cobertura - Clase B,1.409795439756922
Alpha Renta Cobertura - Clase C,ARS,Arg,Lar,04/06/24,87.74,89.234,-1.674,111982.259,-5.9,-21.957,-62.654,0.0,0.0,0.0,0.0,0,ICBC (Arg) S.A.,79.0,A (arg),1849.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Renta Fija Peso Argentina,Alpha Renta Cobertura - Clase C,
Alpha Renta Cobertura - Clase D,ARS,Arg,Lar,04/06/24,4002.925,4051.325,-1.195,5108938.41,-4.071,-2.277,25.42,1825.09,1825.09,7305.71,7394.05,0,ICBC (Arg) S.A.,79.0,A (arg),1850.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Renta Fija Peso Argentina,Alpha Renta Cobertura - Clase D,-1.1947444228805613
Alpha Renta Cobertura - Clase I,ARS,Arg,Lar,04/06/24,87.744,89.238,-1.674,111987.64,-5.901,-21.957,-62.654,0.0,0.0,0.0,0.0,0,ICBC (Arg) S.A.,79.0,A (arg),1851.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Renta Fija Peso Argentina,Alpha Renta Cobertura - Clase I,
Alpha Renta Cobertura - Clase J,ARS,Arg,Lar,04/06/24,2853.95,2840.043,0.49,2853.95,1.95,25.488,166.255,52460368.65,52460368.65,149719262.5,148989722.93,0.002,ICBC (Arg) S.A.,79.0,A (arg),3660.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Renta Fija Peso Argentina,Alpha Renta Cobertura - Clase J,0.4896576459456557
Alpha Renta Cobertura - Clase K,ARS,Arg,Lar,04/06/24,5064.521,5039.911,0.488,5064.521,1.945,25.217,235.837,5964049.58,5968125.06,30205053.16,30078817.1,0,ICBC (Arg) S.A.,79.0,A (arg),3661.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Renta Fija Peso Argentina,Alpha Renta Cobertura - Clase K,0.4196842567987777
Alpha Renta Crecimiento - Clase A,ARS,Arg,Lar,04/06/24,5838752.503,5814435.332,0.418,5838752.503,5.448,56.35,357.77,236734.51,236734.51,1382234228.54,1376477515.05,0.015,ICBC (Arg) S.A.,194.0,AA- (arg),759.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Renta Fija Peso Argentina,Alpha Renta Crecimiento - Clase A,0.41822067030211524
Alpha Renta Crecimiento - Clase B,ARS,Arg,Lar,04/06/24,4717613.454,4698276.886,0.412,4717613.454,5.42,54.721,346.725,26895.84,26895.84,126884183.71,126364110.45,0.001,ICBC (Arg) S.A.,194.0,AA- (arg),144.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Renta Fija Peso Argentina,Alpha Renta Crecimiento - Clase B,0.4115672228039575
Alpha Renta Crecimiento - Clase C,ARS,Arg,Lar,04/06/24,70.241,71.437,-1.674,89648.234,-5.9,-21.957,-62.654,0.0,0.0,0.0,0.0,0,ICBC (Arg) S.A.,194.0,AA- (arg),1839.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Renta Fija Peso Argentina,Alpha Renta Crecimiento - Clase C,
Alpha Renta Crecimiento - Clase D,ARS,Arg,Lar,04/06/24,92.465,94.04,-1.675,118012.668,-5.9,-21.957,-62.654,0.0,0.0,0.0,0.0,0,ICBC (Arg) S.A.,194.0,AA- (arg),1840.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Renta Fija Peso Argentina,Alpha Renta Crecimiento - Clase D,
Alpha Renta Crecimiento - Clase I,ARS,Arg,Lar,04/06/24,70.117,71.312,-1.676,89490.916,-5.901,-21.958,-62.655,0.0,0.0,0.0,0.0,0,ICBC (Arg) S.A.,194.0,AA- (arg),1841.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Renta Fija Peso Argentina,Alpha Renta Crecimiento - Clase I,
Balanz Excalibur Regisseur - Clase A,ARS,Arg,Lar,04/06/24,76490.895,76463.796,0.035,76490.895,1.559,52.065,246.534,66666550.77,66145040.76,5099384125.94,5057700934.23,0.056,Banco de Valores S.A.,783.0,Af(arg),1357.0,372.0,65.0,Balanz S.G.F.C.I.S.A.U.,Renta Fija Peso Argentina,Balanz Excalibur Regisseur - Clase A,0.8241529551083673
Balanz Excalibur Regisseur - Clase B,ARS,Arg,Lar,04/06/24,81267.117,81237.149,0.037,81267.117,1.565,52.41,248.382,466461930.21,466213248.0,37908016233.38,37873835148.06,0.417,Banco de Valores S.A.,783.0,Af(arg),1358.0,372.0,65.0,Balanz S.G.F.C.I.S.A.U.,Renta Fija Peso Argentina,Balanz Excalibur Regisseur - Clase B,0.09024986560345881
Balanz Excalibur Regisseur - Clase C,ARS,Arg,Lar,04/06/24,1064.327,1064.327,0.0,1064.327,0.0,6.433,6.433,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,783.0,Af(arg),1672.0,372.0,65.0,Balanz S.G.F.C.I.S.A.U.,Renta Fija Peso Argentina,Balanz Excalibur Regisseur - Clase C,
Balanz Excalibur Regisseur - Clase D,ARS,Arg,Lar,04/06/24,1000,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,783.0,Af(arg),1673.0,372.0,65.0,Balanz S.G.F.C.I.S.A.U.,Renta Fija Peso Argentina,Balanz Excalibur Regisseur - Clase D,
Balanz Excalibur Regisseur - Clase E,ARS,Arg,Lar,04/06/24,1000,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,783.0,Af(arg),2167.0,372.0,65.0,Balanz S.G.F.C.I.S.A.U.,Renta Fija Peso Argentina,Balanz Excalibur Regisseur - Clase E,
Balanz Excalibur Regisseur - Clase F,ARS,Arg,Lar,04/06/24,1000,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,783.0,Af(arg),2168.0,372.0,65.0,Balanz S.G.F.C.I.S.A.U.,Renta Fija Peso Argentina,Balanz Excalibur Regisseur - Clase F,
Balanz Excalibur Regisseur - Clase G,ARS,Arg,Lar,04/06/24,1000,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,783.0,Af(arg),2169.0,372.0,65.0,Balanz S.G.F.C.I.S.A.U.,Renta Fija Peso Argentina,Balanz Excalibur Regisseur - Clase G,
Champaquí Cobertura - Clase A,ARS,Arg,Lar,04/06/24,10728.461,10722.65,0.054,10728.461,0.535,52.709,241.447,787757920.16,759064553.84,8451430016.82,8139183210.17,0.093,Banco de Cordoba S.A.,1129.0,AA-f(arg),3497.0,2734.0,1370.0,Bancor Fondos S.G.F.C.I.S.A.U.,Renta Fija Peso Argentina,Champaquí Cobertura - Clase A,3.8363408045643173
Champaquí Cobertura - Clase B,ARS,Arg,Lar,04/06/24,10862.981,10856.883,0.056,10862.981,0.543,53.185,243.535,1262432123.67,1277459760.75,13713775944.14,13869231162.67,0.151,Banco de Cordoba S.A.,1129.0,AA-f(arg),3498.0,2734.0,1370.0,Bancor Fondos S.G.F.C.I.S.A.U.,Renta Fija Peso Argentina,Champaquí Cobertura - Clase B,-1.120863995319504
Champaquí Cobertura - Clase C,ARS,Arg,Lar,04/06/24,2248.943,2247.725,0.054,2248.943,0.535,52.709,54.753,57734445.25,57734445.25,129841498.42,129771166.09,0.001,Banco de Cordoba S.A.,1129.0,AA-f(arg),3499.0,2734.0,1370.0,Bancor Fondos S.G.F.C.I.S.A.U.,Renta Fija Peso Argentina,Champaquí Cobertura - Clase C,0.054197193505389894
Compass Renta Fija III - Clase A,ARS,Arg,Lar,04/06/24,183232.232,182181.911,0.577,183232.232,2.425,21.988,171.802,9062795.82,9052337.29,1660596307.39,1649172104.85,0.018,Banco de Valores S.A.,566.0,Af.ar,799.0,21.0,65.0,Investis Asset Management S.A.S.G.F.C.I.,Renta Fija Peso Argentina,Compass Renta Fija III - Clase A,0.6927234887373557
Compass Renta Fija III - Clase B,ARS,Arg,Lar,04/06/24,211527.625,210305.74,0.581,211527.625,2.434,22.553,174.568,276209640.54,275736889.05,58425969237.76,57989050432.58,0.643,Banco de Valores S.A.,566.0,Af.ar,800.0,21.0,65.0,Investis Asset Management S.A.S.G.F.C.I.,Renta Fija Peso Argentina,Compass Renta Fija III - Clase B,0.753450525436654
Compass Renta Fija III - Clase C,ARS,Arg,Lar,04/06/24,218928.401,217660.681,0.582,218928.401,2.437,22.733,175.449,38934408.23,38934408.23,8523847753.03,8474489794.34,0.094,Banco de Valores S.A.,566.0,Af.ar,801.0,21.0,65.0,Investis Asset Management S.A.S.G.F.C.I.,Renta Fija Peso Argentina,Compass Renta Fija III - Clase C,0.5824298558122651
Consultatio Deuda Argentina - Clase A,ARS,Arg,Lar,04/06/24,997098.56,987904.825,0.931,997098.56,1.598,56.657,325.749,3515094.79,3514811.61,3504895948.98,3472299348.4,0.039,Banco de Valores S.A.,365.0,Baa-bf.ar,1073.0,22.0,65.0,Consultatio Asset Management G.F.C.I.S.A.,Renta Fija Peso Argentina,Consultatio Deuda Argentina - Clase A,0.9387612446208045
Consultatio Deuda Argentina - Clase B,ARS,Arg,Lar,04/06/24,1134708.141,1124214.86,0.933,1134708.141,1.609,57.335,330.059,52985250.92,53028511.2,60122795590.75,59615440286.28,0.662,Banco de Valores S.A.,365.0,Baa-bf.ar,281.0,22.0,65.0,Consultatio Asset Management G.F.C.I.S.A.,Renta Fija Peso Argentina,Consultatio Deuda Argentina - Clase B,0.8510468127612988
Consultatio Deuda Argentina - Clase C,ARS,Arg,Lar,04/06/24,1452690.447,1439163.368,0.94,1452690.447,1.636,58.954,340.452,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,365.0,Baa-bf.ar,1075.0,22.0,65.0,Consultatio Asset Management G.F.C.I.S.A.,Renta Fija Peso Argentina,Consultatio Deuda Argentina - Clase C,
FBA Horizonte Plus - Clase A,ARS,Arg,Lar,04/06/24,14444.569,14439.043,0.038,14444.569,0.154,13.074,49.019,692897.0201,692897.0201,10008598.87,10004769.63,0,BBVA Argentina S.A.,933.0,Af.ar,1648.0,29.0,79.0,BBVA Asset Management Argentina S.A.U.S.G.F.C.I.,Renta Fija Peso Argentina,FBA Horizonte Plus - Clase A,0.03827414464912932
FBA Horizonte Plus - Clase B,ARS,Arg,Lar,04/06/24,14647.202,14641.518,0.039,14647.202,0.156,13.172,49.32,28441.1528,28441.1528,416583.31,416421.64,0,BBVA Argentina S.A.,933.0,Af.ar,1633.0,29.0,79.0,BBVA Asset Management Argentina S.A.U.S.G.F.C.I.,Renta Fija Peso Argentina,FBA Horizonte Plus - Clase B,0.03882363077960686
Gainvest Renta Fija Plus - Clase A,ARS,Arg,Lar,04/06/24,14048.831,14042.923,0.042,14048.831,0.427,35.838,135.398,50260720.7,50330300.15,706104370.36,706784547.87,0.008,Banco Comafi S.A.,622.0,Af (arg),962.0,311.0,115.0,StoneX Asset Management S.A.,Renta Fija Peso Argentina,Gainvest Renta Fija Plus - Clase A,-0.09623548110238209
Gainvest Renta Fija Plus - Clase B,ARS,Arg,Lar,04/06/24,5258.76,5256.549,0.042,5258.76,0.427,35.838,135.398,503052028.21,495149032.37,2645430120.7,2602775375.95,0.029,Banco Comafi S.A.,622.0,Af (arg),3677.0,311.0,115.0,StoneX Asset Management S.A.,Renta Fija Peso Argentina,Gainvest Renta Fija Plus - Clase B,1.6388177460158748
Gainvest Renta Fija Plus - Clase C,ARS,Arg,Lar,04/06/24,1000,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco Comafi S.A.,622.0,Af (arg),3678.0,311.0,115.0,StoneX Asset Management S.A.,Renta Fija Peso Argentina,Gainvest Renta Fija Plus - Clase C,
Galileo Ahorro Plus - Clase A,ARS,Arg,Lar,04/06/24,40518.51,40579.499,-0.15,40518.51,-0.003,41.346,146.794,124352412.88,123293327.87,5038574512.11,5003181519.31,0.055,Banco Comafi S.A.,765.0,AAf.ar,1244.0,1.0,115.0,Galileo Argentina S.G.F.C.I.S.A.,Renta Fija Peso Argentina,Galileo Ahorro Plus - Clase A,0.7074097284577506
Galileo Ahorro Plus - Clase B,ARS,Arg,Lar,04/06/24,41739.833,41802.089,-0.149,41739.833,0.003,41.648,148.042,244159112.6,248928195.93,10191160631.02,10405718611.33,0.112,Banco Comafi S.A.,765.0,AAf.ar,2252.0,1.0,115.0,Galileo Argentina S.G.F.C.I.S.A.,Renta Fija Peso Argentina,Galileo Ahorro Plus - Clase B,-2.0619237202549714
Goal Ahorro Max FCI - Clase A,ARS,Arg,Lar,04/06/24,58743.95,58880.439,-0.232,58743.95,-0.131,34.072,173.105,66202029.94,65428714.79,3888968736.57,3852471465.85,0.043,Banco Itau Argentina S.A.,623.0,AA,996.0,54.0,366.0,Macro Fondos S.G.F.C.I.S.A.,Renta Fija Peso Argentina,Goal Ahorro Max FCI - Clase A,0.9473729018768371
Goal Ahorro Max FCI - Clase B,ARS,Arg,Lar,04/06/24,61047.446,61187.614,-0.229,61047.446,-0.12,34.653,175.874,122484265.16,120572290.29,7477351504.9,7377530776.05,0.082,Banco Itau Argentina S.A.,623.0,AA,997.0,54.0,366.0,Macro Fondos S.G.F.C.I.S.A.,Renta Fija Peso Argentina,Goal Ahorro Max FCI - Clase B,1.3530371052337973
Goal Renta Crecimiento - Clase A,ARS,Arg,Lar,04/06/24,997722.193,998585.025,-0.086,997722.193,0.527,46.417,278.619,7601481.87,7612229.13,7584167165.68,7601458010.82,0.083,Banco Itau Argentina S.A.,226.0,BBB+,675.0,54.0,366.0,Macro Fondos S.G.F.C.I.S.A.,Renta Fija Peso Argentina,Goal Renta Crecimiento - Clase A,-0.22746748209866327
Goal Renta Crecimiento - Clase B,ARS,Arg,Lar,04/06/24,995583.362,996429.363,-0.085,995583.362,0.533,46.745,280.563,18347823.14,18432006.43,18266787450.9,18366192423.05,0.201,Banco Itau Argentina S.A.,226.0,BBB+,174.0,54.0,366.0,Macro Fondos S.G.F.C.I.S.A.,Renta Fija Peso Argentina,Goal Renta Crecimiento - Clase B,-0.5412388690060883
Lombard Renta Fija,ARS,Arg,Lar,04/06/24,394600.062,392191.193,0.614,394600.062,0.931,27.235,227.017,67080644.0,67443768.0,26470026278.45,26450851834.45,0.291,Banco Patagonia S.A.,186.0,alta calidad = AA,141.0,17.0,209.0,Patagonia Inversora S.A.S.G.F.C.I,Renta Fija Peso Argentina,Lombard Renta Fija,0.07249083742182891
MAF Renta - Clase A,ARS,Arg,Lar,04/06/24,171066.431,172076.549,-0.587,171066.431,0.39,54.192,239.778,74549715.88,74544946.21,12752953811.87,12827437113.6,0.14,Banco Mariva S.A.,633.0,A (arg),1002.0,371.0,436.0,Mariva Asset Management S.A.U.S.G.F.C.I.,Renta Fija Peso Argentina,MAF Renta - Clase A,-0.5806561440946789
MAF Renta - Clase B,ARS,Arg,Lar,04/06/24,227434.838,228776.553,-0.586,227434.838,0.392,54.325,240.385,37617957.23,37617957.23,8555634025.35,8606106575.29,0.094,Banco Mariva S.A.,633.0,A (arg),1003.0,371.0,436.0,Mariva Asset Management S.A.U.S.G.F.C.I.,Renta Fija Peso Argentina,MAF Renta - Clase B,-0.5864736800368958
Megainver Renta Global - Clase A,ARS,Arg,Lar,04/06/24,1920.831,1920.831,0.0,1920.831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco Comafi S.A.,760.0,Af,1233.0,378.0,115.0,MEGA QM S.A.,Renta Fija Peso Argentina,Megainver Renta Global - Clase A,
Megainver Renta Global - Clase B,ARS,Arg,Lar,04/06/24,87718.202,87383.305,0.383,87718.202,0.849,37.987,253.276,2148.18,2148.18,188434.79,187715.37,0,Banco Comafi S.A.,760.0,Af,1234.0,378.0,115.0,MEGA QM S.A.,Renta Fija Peso Argentina,Megainver Renta Global - Clase B,0.3832504498699349
Megainver Renta Global - Clase C,ARS,Arg,Lar,04/06/24,1879.275,1879.275,0.0,1879.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco Comafi S.A.,760.0,Af,1464.0,378.0,115.0,MEGA QM S.A.,Renta Fija Peso Argentina,Megainver Renta Global - Clase C,
Megainver Renta Global - Clase D,ARS,Arg,Lar,04/06/24,96605.652,96232.484,0.388,96605.652,0.867,38.976,259.208,76230571.18,76230571.18,7364304003.92,7335857191.32,0.081,Banco Comafi S.A.,760.0,Af,1465.0,378.0,115.0,MEGA QM S.A.,Renta Fija Peso Argentina,Megainver Renta Global - Clase D,0.38777762241145425
Megainver Retorno Absoluto - Clase A,ARS,Arg,Lar,04/06/24,67882.42,67667.745,0.317,67882.42,0.658,58.075,318.109,40815386.3,41061533.1,2770647186.28,2778541371.42,0.03,Banco de Valores S.A.,852.0,AA-f,1508.0,378.0,65.0,MEGA QM S.A.,Renta Fija Peso Argentina,Megainver Retorno Absoluto - Clase A,-0.28411256428280096
Megainver Retorno Absoluto - Clase B,ARS,Arg,Lar,04/06/24,71436.51,71208.902,0.32,71436.51,0.667,58.671,321.797,925974791.98,925936804.44,66148407458.1,65934942930.32,0.728,Banco de Valores S.A.,852.0,AA-f,1509.0,378.0,65.0,MEGA QM S.A.,Renta Fija Peso Argentina,Megainver Retorno Absoluto - Clase B,0.32375022756232297
Pellegrini Renta Fija Plus - Clase A,ARS,Arg,Lar,04/06/24,183589.441,183482.29,0.058,183589.441,0.591,59.6,341.587,52438883.69,52076532.92,9627225358.19,9555121500.71,0.106,Banco de La Nacion Argentina,164.0,Af.ar,119.0,41.0,89.0,Pellegrini S.A.S.G.F.C.I.,Renta Fija Peso Argentina,Pellegrini Renta Fija Plus - Clase A,0.7546095303408097
Pellegrini Renta Fija Plus - Clase B,ARS,Arg,Lar,04/06/24,191918.785,191804.107,0.06,191918.785,0.596,59.947,343.818,41002410.51,40892989.22,7869132812.46,7843443264.32,0.087,Banco de La Nacion Argentina,164.0,Af.ar,634.0,41.0,89.0,Pellegrini S.A.S.G.F.C.I.,Renta Fija Peso Argentina,Pellegrini Renta Fija Plus - Clase B,0.3275289598493391
Pionero Crecimiento - Clase A,ARS,Arg,Lar,04/06/24,2976.205,2963.775,0.419,2976.205,1.328,29.24,112.489,2735745.25,2735745.25,8142139.58,8108132.89,0,Banco Macro S.A.,1358.0,A (arg) f,3955.0,54.0,98.0,Macro Fondos S.G.F.C.I.S.A.,Renta Fija Peso Argentina,Pionero Crecimiento - Clase A,0.4194145614206924
Pionero Crecimiento - Clase B,ARS,Arg,Lar,04/06/24,5560.987,5537.665,0.421,5560.987,1.335,35.358,282.983,1649255361.01,1649255361.01,9171487640.29,9133023962.83,0.101,Banco Macro S.A.,1358.0,A (arg) f,3956.0,54.0,98.0,Macro Fondos S.G.F.C.I.S.A.,Renta Fija Peso Argentina,Pionero Crecimiento - Clase B,0.42114942013228296
Pionero Crecimiento - Clase C,ARS,Arg,Lar,04/06/24,1000,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco Macro S.A.,1358.0,A (arg) f,3957.0,54.0,98.0,Macro Fondos S.G.F.C.I.S.A.,Renta Fija Peso Argentina,Pionero Crecimiento - Clase C,
Quinquela Renta,ARS,Arg,Lar,04/06/24,287471.785,287503.72,-0.011,287471.785,0.676,53.426,312.103,378976747.61,378872389.54,108945121965.5,108927221248.45,1.199,Banco de Servicios y Transacciones S.A.,514.0,Af,670.0,378.0,387.0,MEGA QM S.A.,Renta Fija Peso Argentina,Quinquela Renta,0.016433648857316987
ST Renta Fija - Clase A,ARS,Arg,Lar,04/06/24,118629.614,117608.946,0.868,118629.614,0.433,29.237,242.94,385975.5,385975.5,45788124.88,45394172.19,0.001,Banco de Valores S.A.,702.0,A+,1150.0,380.0,65.0,Southern Trust S.G.F.C.I.S.A.,Renta Fija Peso Argentina,ST Renta Fija - Clase A,0.8678486047748436
ST Renta Fija - Clase B,ARS,Arg,Lar,04/06/24,122848.771,121792.135,0.868,122848.771,0.432,29.196,243.226,9172894.53,9172894.53,1126878817.22,1117186407.98,0.012,Banco de Valores S.A.,702.0,A+,1151.0,380.0,65.0,Southern Trust S.G.F.C.I.S.A.,Renta Fija Peso Argentina,ST Renta Fija - Clase B,0.8675731436372366
ST Renta Fija - Clase C,ARS,Arg,Lar,04/06/24,1195.03,1195.03,0.0,1195.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,702.0,A+,1308.0,380.0,65.0,Southern Trust S.G.F.C.I.S.A.,Renta Fija Peso Argentina,ST Renta Fija - Clase C,
ST Renta Fija - Clase D,ARS,Arg,Lar,04/06/24,8872.998,8872.998,0.0,8872.998,0.0,10.705,194.783,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,702.0,A+,1309.0,380.0,65.0,Southern Trust S.G.F.C.I.S.A.,Renta Fija Peso Argentina,ST Renta Fija - Clase D,
Superfondo Renta Fija - Clase A,ARS,Arg,Lar,04/06/24,76516.244,76260.671,0.335,76516.244,0.841,40.983,269.474,2157626346.58,2173020115.37,165093464262.44,165715971843.14,1.817,Banco Santander Argentina S.A.,220.0,AAf(arg),166.0,49.0,96.0,Santander Rio Asset Management G.F.C.I.S.A.,Renta Fija Peso Argentina,Superfondo Renta Fija - Clase A,-0.375647304104913
Superfondo Renta Fija - Clase B,ARS,Arg,Lar,04/06/24,88609.429,88311.886,0.337,88609.429,0.848,41.381,271.908,1197353065.81,1197358727.56,106096771402.9,105741007524.97,1.168,Banco Santander Argentina S.A.,220.0,AAf(arg),305.0,49.0,96.0,Santander Rio Asset Management G.F.C.I.S.A.,Renta Fija Peso Argentina,Superfondo Renta Fija - Clase B,0.336448352684725
Superfondo Renta Fija - Clase F,ARS,Arg,Lar,04/06/24,61640.152,61429.217,0.343,61640.152,0.874,42.824,280.826,0.0,0.0,0.0,0.0,0,Banco Santander Argentina S.A.,220.0,AAf(arg),1379.0,49.0,96.0,Santander Rio Asset Management G.F.C.I.S.A.,Renta Fija Peso Argentina,Superfondo Renta Fija - Clase F,
